half,disk,layer,zone,con,tr,chipid,dx,dy,dz,dRx,dRy,dRz
0,3,6,2,1,2,274,0.131526,-0.00705906,-0.044212,0,0,-1.02571e-16
0,3,6,2,1,3,275,0.130879,-0.00897915,-0.0575437,0,0,-9.78764e-17
0,3,6,2,2,17,276,0.132271,-0.00407045,-0.0517236,0,0,-9.67857e-17
0,3,6,2,2,16,277,0.131426,-0.00426317,-0.0503083,0,0,-1.02871e-16
0,3,6,2,2,15,278,0.130407,-0.00233543,-0.0310809,0,0,-1.02915e-16
0,3,6,2,2,14,279,0.128876,9.86551e-05,-0.0154215,0,0,-1.02541e-16
0,3,6,2,3,22,280,0.133225,-0.00964666,-0.0635737,0,0,-9.87522e-17
0,3,6,2,3,21,281,0.130008,-0.00947757,-0.041638,0,0,-1.01663e-16
0,3,6,2,3,20,282,0.1332,-0.0104321,-0.0541433,0,0,-1.02122e-16
0,3,6,2,3,19,283,0.130819,-0.00611341,-0.013977,0,0,-1.01744e-16
0,3,6,3,0,5,284,0.136378,-0.00884487,-0.0662113,0,0,-9.35553e-17
0,3,6,3,0,6,285,0.134429,-0.00790905,-0.0435975,0,0,-1.01351e-16
0,3,6,3,0,7,286,0.132375,-0.00587253,-0.0306499,0,0,-1.01524e-16
0,3,6,3,0,24,287,0.133919,-0.00879634,-0.0512446,0,0,-9.92152e-17
0,3,7,3,0,5,288,0.0667171,-0.0175499,-0.0118232,0,0,0
0,3,7,3,0,6,289,0.0686793,-0.0187412,-0.0201096,0,0,0
0,3,7,3,0,7,290,0.0730332,-0.0172129,-0.0234653,0,0,0
0,3,7,3,0,24,291,0.0717168,-0.0232329,-0.075551,0,0,0
0,3,7,2,3,22,292,0.0651307,-0.0172776,-0.0202776,0,0,0
0,3,7,2,3,21,293,0.0652506,-0.0180306,-0.0241055,0,0,0
0,3,7,2,3,20,294,0.0660456,-0.01892,-0.046085,0,0,0
0,3,7,2,3,19,295,0.0669683,-0.022691,-0.122955,0,0,0
0,3,7,2,2,17,296,0.0726417,-0.0231786,-0.0249272,0,0,0
0,3,7,2,2,16,297,0.073736,-0.0237168,-0.0197734,0,0,0
0,3,7,2,2,15,298,0.0741861,-0.0259581,-0.0573892,0,0,0
0,3,7,2,2,14,299,0.0779894,-0.0216912,-0.0317109,0,0,0
0,3,7,2,1,0,300,0.0816358,-0.0228585,-0.0240729,0,0,0
0,3,7,2,1,1,301,0.0810621,-0.0252459,-0.0423794,0,0,0
0,3,7,2,1,2,302,0.0811385,-0.0266678,-0.0728659,0,0,0
0,3,7,2,1,3,303,0.0833403,-0.022861,-0.0435701,0,0,0
0,3,7,2,0,5,304,0.0661237,-0.0176583,-0.00960391,0,0,0
0,3,7,2,0,6,305,0.0675865,-0.0222526,-0.0513627,0,0,0
0,3,7,2,0,7,306,0.0711709,-0.0243854,-0.0741902,0,0,0
0,3,7,2,0,24,307,0.0755479,-0.0144019,-0.0170204,0,0,0
0,3,7,1,3,22,308,0.0767931,-0.0221997,-0.03128,0,0,0
0,3,7,1,3,21,309,0.0773177,-0.0236099,-0.0368426,0,0,0
0,3,7,1,3,20,310,0.0785382,-0.0266702,-0.0737722,0,0,0
0,3,7,1,3,19,311,0.0799443,-0.0188906,-0.0295875,0,0,0
0,3,7,1,2,17,312,0.0741825,-0.0249224,-0.0403641,0,0,0
0,3,7,1,2,16,313,0.0766716,-0.0342667,-0.125802,0,0,0
0,3,7,1,2,15,314,0.0759319,-0.0286643,-0.113671,0,0,0
0,3,7,1,2,14,315,0.0765624,-0.0191601,-0.0408439,0,0,0
0,3,7,1,1,0,316,0.0726587,-0.0132685,-0.0341723,0,0,0
0,3,7,1,1,1,317,0.0736176,-0.0153644,-0.0461237,0,0,0
