half,disk,layer,zone,con,tr,chipid,dx,dy,dz,dRx,dRy,dRz,dxErr,dyErr,dzErr,dRxErr,dRyErr,dRzErr,dxPull,dyPull,dzPull,dRxPull,dRyPull,dRzPull
0,1,3,2,1,2,113,0.00625813,-0.0314586,-0.0382382,0,0,0,0.000109041,0.000116629,0.000301032,0,0,7.11566e-06,0.0125163,-0.0629172,-0.0764764,0,0,0
0,1,3,2,0,5,114,0.00489222,-0.031273,-0.0423669,0,0,0,0.000107539,0.000109017,0.000172175,0,0,3.1543e-06,0.00978443,-0.0625459,-0.0847337,0,0,0
0,1,3,2,0,6,115,0.00331748,-0.0315527,-0.0452409,0,0,0,0.000107756,0.000112262,0.000237948,0,0,5.43941e-06,0.00663497,-0.0631054,-0.0904818,0,0,0
0,1,3,2,0,7,116,0.00230683,-0.031946,-0.0393116,0,0,0,0.000108503,0.000129495,0.00039782,0,0,1.00296e-05,0.00461365,-0.0638921,-0.0786233,0,0,0
0,1,3,1,2,17,117,0.00131351,-0.0284851,-0.0449056,0,0,0,0.000107484,0.00010905,0.000171436,0,0,3.12519e-06,0.00262701,-0.0569702,-0.0898112,0,0,0
0,1,3,1,2,16,118,0.000463251,-0.0304157,-0.0608831,0,0,0,0.000107638,0.000112348,0.000236955,0,0,5.39921e-06,0.000926502,-0.0608313,-0.121766,0,0,0
0,1,3,1,2,15,119,1.43516e-05,-0.0317585,-0.0586928,0,0,0,0.000108135,0.000128096,0.00038032,0,0,9.70519e-06,2.87032e-05,-0.0635171,-0.117386,0,0,0
0,1,3,1,1,0,120,0.00754788,-0.0312821,-0.0527784,0,0,0,0.00010772,0.000109106,0.000181053,0,0,3.32306e-06,0.0150958,-0.0625642,-0.105557,0,0,0
0,1,3,1,1,1,121,0.00413039,-0.0308782,-0.0539448,0,0,0,0.000108056,0.000112313,0.000244731,0,0,5.57297e-06,0.00826079,-0.0617564,-0.10789,0,0,0
0,1,3,1,1,2,122,0.00150761,-0.0315745,-0.0530504,0,0,0,0.000109351,0.000130282,0.000413894,0,0,1.00719e-05,0.00301522,-0.063149,-0.106101,0,0,0
0,1,3,1,0,5,123,0.0095866,-0.0351815,-0.0653692,0,0,0,0.00010859,0.000109014,0.000205513,0,0,3.64555e-06,0.0191732,-0.070363,-0.130738,0,0,0
0,1,3,1,0,6,124,0.00666077,-0.0348636,-0.0632978,0,0,0,0.000108673,0.0001102,0.000220055,0,0,4.92993e-06,0.0133215,-0.0697273,-0.126596,0,0,0
0,1,3,1,0,7,125,0.00365326,-0.0324162,-0.0492146,0,0,0,0.000110614,0.000118508,0.000333146,0,0,7.69961e-06,0.00730653,-0.0648324,-0.0984291,0,0,0
0,1,3,0,2,17,126,0.0070711,-0.0361199,-0.0695425,0,0,0,0.000111037,0.000109513,0.000262119,0,0,5.50908e-06,0.0141422,-0.0722397,-0.139085,0,0,0
0,1,3,0,2,16,127,0.00488518,-0.0354247,-0.0631343,0,0,0,0.000111114,0.000111394,0.000268917,0,0,6.16485e-06,0.00977035,-0.0708494,-0.126269,0,0,0
0,1,3,0,2,15,128,0.00391866,-0.0347501,-0.0631309,0,0,0,0.000115214,0.00012137,0.000384928,0,0,9.25845e-06,0.00783731,-0.0695003,-0.126262,0,0,0
0,1,3,0,1,0,129,0.0096294,-0.037369,-0.0717598,0,0,0,0.000118542,0.000110633,0.000367905,0,0,7.6038e-06,0.0192588,-0.0747379,-0.14352,0,0,0
0,1,3,0,1,1,130,0.00644959,-0.0365346,-0.067866,0,0,0,0.000119063,0.000114217,0.00037344,0,0,8.58763e-06,0.0128992,-0.0730693,-0.135732,0,0,0
0,1,3,0,1,2,131,0.00426981,-0.0352272,-0.0647817,0,0,0,0.000144875,0.000148186,0.000743521,0,0,2.01425e-05,0.00853962,-0.0704545,-0.129564,0,0,0
0,2,4,0,0,5,132,0.0189298,-0.0286554,0.0997569,0,0,-1.02084e-16,0.000160818,0.000106259,0.00071956,0,0,1.91057e-05,0.0378596,-0.0573108,0.199514,0,0,-1.02084e-14
