half,disk,layer,zone,con,tr,chipid,dx,dy,dz,dRx,dRy,dRz
0,2,4,2,1,0,152,0.0188323,-0.035087,0.0930332,-0,0,-9.5179e-17
0,2,4,2,1,1,153,0.0221842,-0.0353651,0.100231,-0,0,-1.02286e-16
0,2,4,2,1,2,154,0.0260459,-0.0379897,0.0984086,-0,-6.84228e-49,-1.01133e-16
0,2,4,3,1,0,155,0.0401349,-0.0314851,0.0656232,-0,0,-9.5361e-17
0,2,4,3,1,1,156,0.0379152,-0.0307244,0.0894975,-0,-6.84228e-49,-1.00307e-16
0,2,4,3,1,2,157,0.0363552,-0.0311599,0.0930148,-0,6.84228e-49,-9.87622e-17
0,2,4,3,2,17,158,0.0323167,-0.0374823,0.0654226,-0,6.84228e-49,-9.35185e-17
0,2,4,3,2,16,159,0.0323562,-0.03668,0.0835331,-0,-1.36846e-48,-1.01763e-16
0,2,4,3,2,15,160,0.0325096,-0.0359752,0.0975091,-0,6.84228e-49,-1.0724e-16
0,2,5,3,2,17,161,-0.0190784,-0.0489063,0.104568,-0,0,-0
0,2,5,3,2,16,162,-0.0208603,-0.0492884,0.094074,-0,0,-0
0,2,5,3,2,15,163,-0.0225445,-0.0505184,0.0893366,-0,0,-0
0,2,5,3,1,0,164,-0.0144261,-0.0525591,0.096492,-0,0,-0
0,2,5,3,1,1,165,-0.017042,-0.0517134,0.0973232,-0,0,-0
0,2,5,3,1,2,166,-0.0208901,-0.0529308,0.0948891,-0,0,-0
0,2,5,2,1,0,167,-0.0191316,-0.0482746,0.0981874,-0,0,-0
0,2,5,2,1,1,168,-0.020949,-0.0484885,0.0950764,-0,0,-0
0,2,5,2,1,2,169,-0.0227239,-0.0538894,0.0552685,-0,0,-0
0,2,5,2,0,5,170,-0.0215936,-0.0496783,0.0976925,-0,0,-0
0,2,5,2,0,6,171,-0.0223297,-0.0498463,0.0853158,-0,0,-0
0,2,5,2,0,7,172,-0.0225735,-0.0532023,0.083685,-0,0,-0
0,2,5,1,2,17,173,-0.0193377,-0.0536954,0.0952121,-0,0,-0
0,2,5,1,2,16,174,-0.0209424,-0.0527106,0.101048,-0,0,-0
0,2,5,1,2,15,175,-0.0207309,-0.0554823,0.0839948,-0,0,-0
0,2,5,0,2,17,176,-0.0124571,-0.0646361,0.0733433,-0,0,-0
0,2,5,0,2,16,177,-0.0132105,-0.0645293,0.061323,-0,0,-0
0,2,5,0,2,15,178,-0.0170872,-0.0616771,0.0969608,-0,0,-0
0,2,5,0,1,0,179,-0.023281,-0.06182,0.0785762,-0,0,-0
0,2,5,0,1,1,180,-0.0222293,-0.0603791,0.0911819,-0,0,-0
0,2,5,0,1,2,181,-0.0201926,-0.0613833,0.0931831,-0,0,-0
0,2,4,1,0,5,182,0.0333438,-0.0284679,0.103102,-0,6.84228e-49,-9.70804e-17
0,2,4,1,0,6,183,0.0329453,-0.0293926,0.104193,-0,-6.84228e-49,-1.00706e-16
0,2,4,1,0,7,184,0.0319718,-0.0301132,0.106757,-0,6.84228e-49,-1.01537e-16
0,2,4,1,0,24,185,0.0320612,-0.0294553,0.126328,-0,6.84228e-49,-1.04924e-16
0,2,4,1,1,0,186,0.0273862,-0.0312745,0.092094,-0,6.84228e-49,-1.01922e-16
0,2,4,1,1,1,187,0.0291278,-0.0312173,0.106349,-0,1.36846e-48,-1.02808e-16
0,2,4,1,1,2,188,0.0308178,-0.0296063,0.127101,-0,0,-1.03038e-16
0,2,4,1,1,3,189,0.0299701,-0.0331938,0.111342,-0,1.36846e-48,-1.12864e-16
0,2,4,2,2,17,190,0.0284404,-0.0345908,0.0684889,-0,6.84228e-49,-9.31469e-17
0,2,4,2,2,16,191,0.0285411,-0.034724,0.0957418,-0,0,-1.02571e-16
0,2,4,2,2,15,192,0.0290725,-0.0333697,0.111376,-0,-6.84228e-49,-1.01592e-16
0,2,4,2,2,14,193,0.0297877,-0.0348849,0.112766,-0,0,-1.15543e-16
0,2,4,3,0,5,194,0.0287784,-0.034669,0.0855739,-0,6.84228e-49,-9.73556e-17
0,2,4,3,0,6,195,0.0287858,-0.0351152,0.0919534,-0,1.36846e-48,-1.01209e-16
0,2,4,3,0,7,196,0.0280882,-0.0338314,0.110313,-0,0,-1.01593e-16
0,2,4,3,0,24,197,0.0301643,-0.035551,0.106484,-0,-1.36846e-48,-1.19258e-16
0,2,5,3,0,5,198,-0.0213384,-0.0491642,0.0987088,-0,0,-0
0,2,5,3,0,6,199,-0.0224736,-0.0506055,0.0982117,-0,0,-0
0,2,5,3,0,7,200,-0.0227461,-0.0500457,0.102101,-0,0,-0
0,2,5,3,0,24,201,-0.0228693,-0.0516612,0.0953751,-0,0,-0
0,2,5,2,2,17,202,-0.0183641,-0.0520152,0.0874585,-0,0,-0
0,2,5,2,2,16,203,-0.0182955,-0.0520167,0.0971347,-0,0,-0
0,2,5,2,2,15,204,-0.0197267,-0.0518479,0.0953748,-0,0,-0
0,2,5,2,2,14,205,-0.0211412,-0.0521856,0.102952,-0,0,-0
0,2,5,1,1,0,206,-0.012949,-0.0559367,0.0835167,-0,0,-0
